course_id,course_name,instructor_or_pi,question_id,topic,phase,question,option_A,option_B,option_C,option_D,answer,difficulty,discrimination,student_id,group,score
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q219,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.2,0.61,S1468,A,76.57
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q219,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.45,0.63,S1468,A,40.66
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q220,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.8,0.8,S1469,B,70.92
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q220,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.74,0.57,S1469,B,95.66
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q221,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.26,0.62,S1470,C,66.98
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q221,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.9,0.59,S1470,C,77.91
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q222,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.61,0.54,S1471,D,61.75
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q222,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.35,0.71,S1471,D,80.18
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q223,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.45,0.87,S1472,A,70.66
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q223,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.65,0.69,S1472,A,78.32
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q224,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.88,0.54,S1473,B,56.84
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q224,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.38,0.64,S1473,B,76.16
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q225,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.42,0.75,S1474,C,71.9
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q225,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.68,0.65,S1474,C,89.25
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q226,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.6,0.81,S1475,D,65.61
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q226,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.34,0.56,S1475,D,68.01
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q227,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.59,0.64,S1476,A,77.74
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q227,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.26,0.75,S1476,A,91.33
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q228,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.64,0.75,S1477,B,55.35
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q228,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.46,0.89,S1477,B,81.02
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q229,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.51,0.56,S1478,C,73.01
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q229,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.51,0.64,S1478,C,57.26
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q230,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.85,0.82,S1479,D,63.9
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q230,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.53,0.69,S1479,D,77.05
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q231,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.49,0.68,S1480,A,61.01
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q231,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.22,0.75,S1480,A,67.68
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q232,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.87,0.69,S1481,B,77.39
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q232,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.73,0.78,S1481,B,68.92
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q233,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.41,0.61,S1482,C,87.76
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q233,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.56,0.56,S1482,C,80.34
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q234,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.58,0.75,S1483,D,95.58
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q234,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.41,0.84,S1483,D,71.14
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q235,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.47,0.68,S1484,A,54.2
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q235,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.2,0.86,S1484,A,66.21
